UMAP_1	UMAP_2	region_id	flag	Start	End
-1.1586678	8.491658	84	False	21937587	21937598
-1.5478259	1.0926461	85	False	21937714	21937797
1.1844796	1.304437	86	False	22052648	22052794
0.3141162	1.6431731	87	False	22451807	22452047
-0.30776903	2.4377382	88	False	22710767	22710866
-3.894146	5.4317713	89	False	23019174	23019189
1.9378548	1.0546695	90	False	23019238	23019598
-0.20379686	3.7098784	91	False	23559408	23559439
0.32814905	3.0631676	92	False	23559499	23559654
2.7590008	0.91970545	93	False	23691627	23691929
-0.60611045	7.17029	94	False	23743503	23743514
1.1186373	2.7648737	95	False	23800821	23800940
1.3642725	0.6349843	96	False	25247311	25247518
4.9506536	6.658768	97	False	25797124	25797147
-2.229802	5.3052487	98	False	25859408	25859462
-2.5361807	5.304172	99	False	25859480	25859515
-2.0778089	4.545999	100	False	25859548	25859607
-0.12613197	3.9508665	101	False	25906456	25906506
5.2685604	5.2554355	102	False	25998069	25998164
5.1492467	4.0294194	103	False	25998237	25998530
1.3996869	0.052171584	104	False	26620630	26621059
-1.2545116	3.3629687	105	False	26621072	26621096
-4.169305	5.8212647	106	False	26692988	26693075
0.90195495	2.0249586	107	False	26695439	26695820
-0.4382735	0.20564823	108	False	26993621	26993845
1.1755658	0.7522168	109	False	27154992	27155306
2.0056398	1.6562414	110	False	27321990	27322306
-0.23880425	3.0456302	111	False	27322341	27322367
-4.112524	4.792396	112	False	27349558	27349577
1.9650233	0.68925005	113	False	27830587	27830929
1.430456	2.4905608	114	False	27914698	27914802
0.2903298	3.469645	115	False	28259477	28259508
0.76773876	0.9227573	116	False	28259547	28259645
2.4392962	0.86591625	117	False	28328820	28329202
-1.6107163	4.6997647	118	False	28369704	28369716
1.0355945	1.0779496	119	False	28505950	28506183
5.0051336	4.323662	120	False	28518191	28518366
1.388558	-0.18041974	121	False	28518406	28518746
1.8956218	2.3944774	122	False	28552891	28553075
1.5852119	4.6287646	123	False	28553087	28553103
1.3451629	0.58783096	124	False	28581642	28582144
2.2199306	1.3523734	125	False	28642922	28643139
0.42332646	0.37476087	126	False	28648451	28649206
1.8633544	3.193027	127	False	28668713	28668790
2.4779737	0.8273742	128	False	28736633	28737087
-0.24287361	-0.64745027	129	False	29237093	29237710
-1.7093817	7.433498	130	False	30655275	30655803
1.0843551	2.0058928	131	False	31065611	31065776
-0.12761462	0.6566791	132	False	31937665	31937768
0.23636544	6.558366	133	False	31937781	31937805
-3.1825612	5.7994785	134	False	32013479	32013499
-1.2316195	3.4606082	135	False	32072917	32072964
1.4754564	1.3355453	136	False	32179706	32179855
1.3158364	4.012878	137	False	32179878	32179916
-1.3056363	7.632421	138	False	32180033	32180045
1.1226836	0.47247407	139	False	32291778	32292264
-0.14960793	4.109259	140	False	32336161	32336176
1.0340723	1.5942051	141	False	32336210	32336444
-0.6413855	-0.23768221	142	False	32754285	32754519
1.8465226	1.4420941	143	False	32817234	32817514
-5.122549	7.610647	144	False	32886614	32886845
-1.486899	1.3282661	145	False	32963808	32963896
-2.9621267	3.7916603	146	False	32964161	32964177
1.6522583	2.492398	147	False	32964748	32964857
0.7695688	1.7589792	148	False	33127145	33127241
1.045069	3.341314	149	False	33127296	33127373
0.46854702	-0.19429962	150	False	33256791	33257111
-1.1870308	2.7171226	151	False	33349284	33349314
-0.29824597	0.63497525	152	False	33430813	33430921
3.4013233	6.5633593	153	False	33633338	33633363
2.7462776	1.4601759	154	False	34859689	34859898
1.2664233	1.3374714	155	False	35191915	35192243
0.59326816	0.81809294	156	False	35192774	35192849
1.1324213	0.7046247	157	False	35192974	35193087
0.7595409	2.5986598	158	False	35641539	35641637
0.90287316	0.45533454	159	False	35769422	35769611
1.6063509	0.69988745	160	False	35931034	35931275
2.9999702	0.8109268	161	False	36088709	36089087
5.3639092	5.041126	162	False	36149560	36149616
-1.9331967	4.1516094	163	False	36155836	36155861
-0.12652722	1.474481	164	False	36155911	36156013
-0.053077176	1.360323	165	False	36156117	36156217
-1.1193571	2.9610636	166	False	36397813	36397837
-1.2998723	4.191595	167	False	36464201	36464212
1.8328179	0.4742482	168	False	36464227	36464574
2.5718098	1.827224	169	False	37514725	37514931
3.1319013	1.0650382	170	False	37989895	37990370
0.7231285	1.0289756	171	False	38991090	38991377
-0.52857834	7.980973	172	False	39105306	39105327
-1.0696554	1.7321484	173	False	39575777	39575828
-0.0128911985	3.671475	174	False	39576699	39576725
2.5203028	1.9592261	175	False	39576737	39577018
-1.3813055	0.441612	176	False	39691298	39691507
-0.23991661	-0.2544876	177	False	39901757	39902018
-1.4915026	0.98260856	178	False	39955224	39955283
-0.24992381	1.1505374	179	False	40161879	40161931
2.9006145	-0.31317803	180	False	40257734	40258330
-3.5842414	5.0892854	181	False	40315636	40315715
0.45049804	8.373812	182	False	40316872	40316916
0.19525899	-0.48510396	183	False	40374410	40374736
1.8924204	0.060443908	184	False	40691597	40691883
0.43346846	0.7853214	185	False	40692132	40692290
-3.781601	2.1905775	186	False	40783421	40783461
-1.1585817	0.24662746	187	False	40783478	40783630
-1.3495077	0.40316483	188	False	40783701	40783834
-2.157165	2.2870061	189	False	40861174	40861278
-0.0043796953	8.812929	190	False	41496281	41496306
-0.91340345	0.6161206	191	False	41496336	41496501
2.1743538	0.48724744	192	False	42335166	42335544
2.5059965	0.841984	193	False	42658162	42658506
0.21409562	0.5292036	194	False	42682930	42683228
-1.175583	1.9288797	195	False	42957918	42957970
-0.9735785	1.8031075	196	False	42958036	42958091
-0.7013167	1.4205664	197	False	42958117	42958200
-2.9284902	4.5657697	198	False	43368363	43368377
-1.3448855	1.020212	199	False	43530647	43530896
-1.1326146	0.7366461	200	False	43531585	43531711
4.7938323	6.2241874	201	False	43946437	43946470
-3.1933343	2.7007203	202	False	44031174	44031201
2.849832	0.40907392	203	False	44213259	44213571
0.31341794	0.6617056	204	False	44721659	44721913
-3.2391992	5.179736	205	False	44721962	44722020
-3.7051816	6.110635	206	False	44730892	44730925
0.40338498	0.62714314	207	False	44730998	44731210
-0.4915929	3.0094206	208	False	44775362	44775390
1.8027229	1.2842996	209	False	44775452	44775638
0.48304603	2.3785522	210	False	44775666	44775722
-1.3002384	4.2730513	211	False	44775733	44775745
-4.135402	5.9563513	212	False	44819500	44819512
0.46406087	0.59958667	213	False	44819523	44819976
1.8114271	0.8752207	214	False	44986443	44986803
-1.0342128	1.221795	215	False	45010843	45010916
-3.3955522	2.4610674	216	False	45205991	45206030
1.6233988	3.294583	217	False	45206374	45206413
1.7385304	3.374776	218	False	45206465	45206518
-2.6169953	3.1499107	219	False	45206541	45206570
-3.4619596	5.0108895	220	False	45206607	45206621
-2.736919	2.792938	221	False	45206658	45206704
1.4131327	0.8609809	222	False	45521707	45522143
-2.8967392	5.1890225	223	False	45584643	45584680
-2.9351413	5.1823964	224	False	45584700	45584809
-1.1467646	2.034635	225	False	45686107	45686151
1.4754955	1.8721703	226	False	45688037	45688236
1.455754	-0.06038911	227	False	46132500	46133000
1.0877906	2.630714	228	False	46247611	46247763
2.1176755	0.62651265	229	False	46303131	46303598
0.40225813	3.5041897	230	False	46303656	46303716
2.9814198	1.0503128	231	False	46340649	46340911
-0.42485037	0.78079754	232	False	46394159	46394346
-0.49943236	9.047213	233	False	46533423	46533443
-1.9092712	1.4497362	234	False	46668416	46668531
-3.53926	3.4584203	235	False	48776858	48776893
-0.63972706	1.5794915	236	False	50969268	50969340
-2.8907015	4.3029876	237	False	50969359	50969372
0.36111867	-0.28859827	238	False	50969658	50969955
-2.6738594	5.7638407	239	False	50970065	50970184
-0.057141647	-0.22877805	240	False	50977873	50978093
-0.49115983	3.4348142	241	False	51878626	51878644
-0.38029626	3.4748435	242	False	51878688	51878717
1.0985115	1.6394066	243	False	52055086	52055297
-0.38052997	3.1381342	244	False	52366030	52366052
1.6892767	3.2039585	245	False	52726450	52726514
-0.74558747	0.67986494	246	False	52842627	52842985
-0.93896955	0.58199334	247	False	52843031	52843181
-1.2764584	5.65037	248	False	52843200	52843231
0.60923886	0.115007475	249	False	52927245	52927456
1.3349868	2.020687	250	False	53014845	53015010
0.69147664	3.028035	251	False	53220255	53220312
0.66200745	3.45418	252	False	53220325	53220358
0.67929363	1.0491071	253	False	53220434	53220519
0.38984948	1.6051148	254	False	53220533	53220581
-0.97343105	4.5864143	255	False	53220596	53220607
1.5541421	4.247701	256	False	53220620	53220641
1.4620335	-0.070402965	257	False	53838342	53838505
1.3364053	2.2731433	258	False	53889827	53889933
-2.988511	5.3830824	259	False	53945710	53945743
0.5352705	1.5422246	260	False	54488173	54488620
0.68412834	8.18594	261	False	54542474	54542498
-1.5754457	0.92642236	262	False	54542510	54542588
2.7332137	0.2850408	263	False	54715667	54716006
-0.95886517	5.314765	264	False	54887087	54887112
-0.35236514	6.684897	265	False	54887150	54887179
-0.16411859	2.4979985	266	False	55215325	55215389
-0.8552274	1.1542573	267	False	56579265	56579379
-0.85144556	4.817027	268	False	56579390	56579466
5.5094934	5.1534257	269	False	58546827	58546869
-0.3406607	0.44758084	270	False	58576239	58576762
-0.29660153	4.289478	271	False	58700096	58700117
2.979021	6.474907	272	False	58781768	58782003
-0.06976664	3.8110645	273	False	58783925	58783967
0.0646668	3.768552	274	False	58784016	58784059
-3.232926	4.034767	275	False	58785019	58785048
4.253967	7.281043	276	False	58785072	58785085
4.402026	7.1539016	277	False	58785109	58785131
-3.7009892	6.082144	278	False	58816380	58816401
-3.855597	5.935906	279	False	58816520	58816532
-2.899821	2.2960649	280	False	58903762	58903813
1.718144	2.746786	281	False	59296679	59296858
1.8963504	3.6976295	282	False	59296927	59296965
0.12938696	-0.30657917	283	False	61056855	61057357
-0.6342051	0.84128296	284	False	61082512	61082776
-1.8850453	2.2598	285	False	61082901	61082982
2.5142224	0.22591022	286	False	61725019	61725254
-0.4412865	3.2301831	287	False	62436150	62436171
-0.25293407	2.913307	288	False	62436187	62436212
-0.6498231	4.8231435	289	False	62436282	62436293
-0.030474685	0.23567009	290	False	62688373	62688581
1.5018153	2.2476535	291	False	63367588	63367693
-0.51057696	3.2358003	292	False	63367722	63367743
2.7346635	0.032871343	293	False	63523106	63523565
-1.120393	3.6897938	294	False	63593671	63593694
0.10793623	6.134185	295	False	65002649	65002719
0.5359015	0.06514899	296	False	65002739	65002965
-5.1393385	7.6212482	297	False	65309857	65310027
-0.12078518	2.9467688	298	False	65420711	65420750
1.1175424	1.9315294	299	False	67430297	67430453
1.0184737	1.1164131	300	False	67685162	67685449
-0.4564973	1.5367845	301	False	67685485	67685548
-2.001435	3.3452442	302	False	67686676	67686714
0.7067799	2.815801	303	False	70205647	70205722
-0.4709294	2.9211636	304	False	70205774	70205806
1.6493727	1.9616252	305	False	70221323	70221500
-3.623724	5.1430216	306	False	72283499	72283511
1.7895379	2.0902097	307	False	72283558	72283908
2.1625452	0.07368134	308	False	74733017	74733403
1.5154909	1.1572111	309	False	75786063	75786404
0.31661212	2.0494735	310	False	77682949	77683148
0.71306646	1.6463413	311	False	77683340	77683446
0.8525232	1.7967029	312	False	81801333	81801582
1.0409425	-0.31750482	313	False	83999060	83999366
-1.9297436	3.976356	314	False	83999387	83999399
3.2630992	2.2097008	315	False	85259625	85259802
1.8075695	3.2253244	316	False	85465145	85465214
-0.8266297	7.0396304	317	False	85465311	85465336
-1.3025501	1.676181	318	False	85580463	85580842
-2.741972	5.67097	319	False	85708529	85708541
-0.71250385	3.0322793	320	False	86914631	86914722
-2.0815864	3.338238	321	False	86914749	86914777
-0.6212378	1.2864454	322	False	87328845	87328995
1.8070923	0.936889	323	False	88891472	88891698
1.1605787	0.18006079	324	False	88992519	88992715
1.8381912	-0.17280816	325	False	89995096	89995346
2.8429453	0.46033546	326	False	92831882	92832290
0.11972389	2.2383854	327	False	92832303	92832342
-0.33809897	2.6499815	328	False	92832359	92832380
2.692329	0.22677751	329	False	93078978	93079404
2.9212408	0.27432194	330	False	93345626	93346052
-0.3639518	4.1876807	331	False	93448101	93448119
3.3635464	6.2253447	332	False	93680834	93680884
3.2399278	5.911948	333	False	93680943	93681000
2.9785776	5.8045573	334	False	93681819	93681891
5.7450023	1.6512403	335	False	93847454	93847745
1.3026054	1.5732124	336	False	93879238	93879356
-0.5887724	6.8963776	337	False	93909436	93909453
-0.3874797	6.8186297	338	False	93909475	93909507
1.6650057	1.9919815	339	False	94247642	94247868
1.607245	2.8044991	340	False	94418071	94418198
-1.0055369	7.2261634	341	False	94418415	94418439
-0.30012745	8.311183	342	False	94541950	94541984
2.1276805	0.7443848	343	False	95072874	95073070
5.0088015	4.143737	344	False	95234108	95234287
-0.242592	5.9937167	345	False	99850016	99850032
-0.174657	5.708166	346	False	99850189	99850211
2.7080574	0.13420793	347	False	99969808	99970131
0.79684883	2.063538	348	False	100037963	100038085
0.79370797	1.9752572	349	False	100038097	100038192
1.3899586	3.1015086	350	False	100266148	100266195
1.2181667	2.3861866	351	False	100896085	100896181
2.0439093	0.5220921	352	False	101025719	101025998
2.3194964	2.38149	353	False	108746507	108746714
-0.3578141	2.5270994	354	False	108963358	108963393
1.4538985	0.7469688	355	False	109041902	109042206
2.3164706	0.44494402	356	False	109090575	109090891
3.053715	0.8633541	357	False	109099947	109100371
1.5607933	1.0337371	358	False	109214261	109214394
0.7999473	2.6135912	359	False	109283152	109283246
1.999387	1.4866247	360	False	109283288	109283466
2.4806707	-0.36945933	361	False	109483790	109484314
-0.21112019	-0.39140528	362	False	109509665	109509920
4.9801836	4.0331974	363	False	109984647	109984902
-2.932882	4.786054	364	False	110338273	110338292
-0.49054858	2.9803839	365	False	110963838	110963859
0.39285785	2.960247	366	False	110963873	110963913
-0.039655033	2.3545458	367	False	111619759	111619865
1.9190114	0.9035497	368	False	111755657	111756029
-0.9174249	-0.13808648	369	False	112508607	112508721
1.1914095	2.2870312	370	False	112619700	112619808
-0.2215392	4.1789117	371	False	112619841	112619858
-0.98619103	1.3653293	372	False	112706386	112706643
1.2617232	0.97759426	373	False	112956025	112956257
1.8612728	4.6513004	374	False	112956273	112956295
1.4347985	2.5798383	375	False	112956307	112956465
-0.73296666	1.939299	376	False	113811822	113811850
4.91451	4.941138	377	False	113905301	113905405
-0.21450858	4.307785	378	False	113929512	113929530
1.0833077	2.5442643	379	False	113929550	113929623
-3.118585	5.655083	380	False	114511140	114511152
2.0701091	4.69702	381	False	114511276	114511288
-1.0807896	8.100175	382	False	116373299	116373311
-0.3802158	7.8199906	383	False	117366760	117366779
-0.25118566	7.5411234	384	False	117366805	117366826
2.1519222	7.4791393	385	False	119648185	119648196
2.2150443	7.282699	386	False	119648225	119648247
5.3582745	1.7520043	387	False	146037949	146038265
5.6856413	1.7296441	388	False	146035514	146035905
2.0488904	0.16184922	389	False	145823889	145824184
0.5234857	0.31710243	390	False	145465397	145465904
0.5463324	0.28819212	391	False	147084435	147084843
-0.74558747	2.1257765	392	False	147084864	147084907
-1.4031013	3.1605203	393	False	147084927	147084944
4.924868	4.0644608	394	False	147172397	147172845
5.747493	5.7207026	395	False	147242648	147242672
-3.133041	5.9365187	396	False	147541012	147541395
-0.034536023	-0.10233193	397	False	148263392	148263839
5.417251	1.7963003	398	False	148281302	148281500
-3.8097272	6.1002874	399	False	148302618	148302648
5.502075	1.8395901	400	False	148302685	148302849
0.39995956	-0.011330047	401	False	148334513	148334846
0.47653642	0.4772272	402	False	143728658	143729672
5.625755	1.7570139	403	False	143803900	143804161
-3.5716414	5.994356	404	False	120850563	120850657
0.46013358	0.56701535	405	False	120850718	120851056
0.4624249	0.48918536	406	False	149636725	149636977
0.19276482	2.7785354	407	False	149812072	149812123
1.3324224	1.5527891	408	False	149812139	149812346
0.82388496	0.45511663	409	False	149813314	149813713
-1.975446	3.2406366	410	False	149832360	149832381
0.98148715	0.6923909	411	False	149832482	149833153
-0.18323949	6.9713473	412	False	149840257	149840363
-4.0175843	5.6969438	413	False	149840599	149840614
0.66222167	0.79583293	414	False	149840762	149841261
-3.5673509	5.374554	415	False	149842300	149842312
0.9163562	0.7058855	416	False	149842330	149842890
-0.50543505	1.5408158	417	False	149843083	149843171
0.03705887	0.69774836	418	False	149843188	149843333
0.21651594	0.33964384	419	False	149850538	149850733
1.8585653	4.424916	420	False	149850918	149850939
1.0125549	0.6765971	421	False	149850961	149851501
0.66833854	0.78961074	422	False	149852553	149853077
-4.0226984	5.4846396	423	False	149853199	149853215
-1.2364297	7.8567204	424	False	149853290	149853308
-0.968246	7.609839	425	False	149853446	149853479
-1.2064552	7.8423533	426	False	149853495	149853511
1.1307544	0.6880001	427	False	149860618	149861475
0.76267165	0.8036575	428	False	149886397	149886688
0.7921142	0.50217086	429	False	149886889	149887322
-2.2401626	3.9373088	430	False	149887369	149887413
0.6869206	0.3213385	431	False	149887572	149887899
2.3983753	0.30421087	432	False	150010519	150010921
0.8283717	0.9717205	433	False	150067444	150067519
2.3633919	0.41290188	434	False	150067558	150067831
1.7871505	1.2824199	435	False	150235897	150236162
1.5655307	4.7180333	436	False	150363744	150363756
2.6852667	0.72925544	437	False	150487151	150487432
-0.0246037	1.1331227	438	False	150578793	150578873
1.3926651	-0.40076864	439	False	150578980	150579244
2.112612	-0.11999743	440	False	150579281	150579682
-0.07968669	4.232065	441	False	150926336	150926362
-1.7837805	0.97425324	442	False	151047553	151047634
0.7219432	-0.002588128	443	False	151059464	151059652
3.0880697	6.390259	444	False	151059720	151059741
1.6671126	-0.25748143	445	False	151070424	151070668
-0.04948819	2.293399	446	False	151070735	151070770
-2.4585662	5.1975646	447	False	151165842	151165856
2.2554455	1.29293	448	False	151165867	151166187
2.8044393	0.30158314	449	False	151190044	151190395
-1.4356453	3.1856365	450	False	151458362	151458389
-0.9802249	2.7435007	451	False	151458421	151458458
-1.8621242	4.905712	452	False	151459411	151459426
-0.3406966	4.573093	453	False	151459476	151459522
-0.96677774	1.7214878	454	False	151540441	151540482
2.371364	-0.041898362	455	False	151763377	151763655
2.2975895	-0.20009205	456	False	151909314	151909895
-0.06110847	-0.31184232	457	False	151993667	151994045
-4.851508	3.9594321	458	False	151994075	151994108
0.1231131	3.511503	459	False	152036991	152037045
-2.4264638	4.1749983	460	False	153535926	153535943
-0.7729795	1.6382151	461	False	153535990	153536173
0.42412037	2.637244	462	False	153634021	153634079
5.9149847	1.6370189	463	False	153671128	153671546
-3.9834538	5.366631	464	False	153671573	153671597
-3.8771663	3.0467677	465	False	153775437	153775452
-0.44951454	2.1578882	466	False	153783455	153783490
0.58486867	0.92850006	467	False	153783508	153783592
2.0491042	0.40344125	468	False	153990668	153990933
0.44721627	3.5976737	469	False	154183293	154183332
1.3541774	2.1865795	470	False	154220575	154220689
1.0759026	3.2437844	471	False	154272600	154272644
0.10744804	1.5312423	472	False	154272682	154272740
4.781239	5.8324046	473	False	154405327	154405392
2.5978146	0.85761225	474	False	154558631	154559135
-4.705934	7.247203	475	False	154567835	154567848
-4.804392	7.3410125	476	False	154567897	154567932
-4.7889204	7.2965713	477	False	154567978	154567996
-4.809874	7.320432	478	False	154568021	154568042
-0.59033245	2.7389102	479	False	154608235	154608305
1.2109623	0.11937274	480	False	154936619	154936804
-0.40340352	5.012984	481	False	154961562	154961574
-0.5218106	4.9526157	482	False	154961588	154961600
2.25775	-0.3264932	483	False	154961674	154962068
-4.722849	5.1395674	484	False	155017363	155017379
-0.5516649	7.2767673	485	False	155017400	155017443
5.95464	6.035936	486	False	155017561	155017585
5.732913	5.5103045	487	False	155084842	155084865
-2.5733047	5.8750553	488	False	155173708	155173756
1.8722693	3.71945	489	False	155173802	155173851
-3.3015444	1.9891286	490	False	155173931	155174002
1.6789415	1.1651225	491	False	155244531	155244975
-3.4444275	4.3275046	492	False	155244990	155245014
2.039341	-0.29442844	493	False	155562893	155563389
2.0120928	-0.40469176	494	False	155688645	155689182
1.7976384	3.3113513	495	False	155857265	155857344
0.46293622	0.08638546	496	False	155978427	155978692
2.312968	7.058283	497	False	155978710	155978727
-1.3045176	1.6318864	498	False	156106373	156106500
-3.8823862	5.274383	499	False	156106524	156106591
0.54826224	1.5343611	500	False	156114654	156114821
-0.60802215	5.0358863	501	False	156282588	156282599
2.0645294	0.76019245	502	False	156282630	156283061
0.89425045	2.6481097	503	False	156572530	156572645
1.6660568	1.8262469	504	False	156591553	156591757
5.104679	6.472832	505	False	156625922	156625941
5.1249084	4.163778	506	False	156660048	156660579
3.0527792	6.7950892	507	False	156677990	156678018
-1.397678	4.5737247	508	False	156728671	156728684
-1.2016109	4.5769	509	False	156728707	156728724
0.51977247	3.677354	510	False	156741094	156741134
-3.216731	7.4699974	511	False	156746755	156746776
-0.6314524	1.6912382	512	False	156751096	156751178
-0.7395239	1.7826225	513	False	156751249	156751303
-0.6636315	1.7649702	514	False	156751328	156751383
-0.74271894	2.2805324	515	False	156751596	156751757
0.22184825	2.263688	516	False	156751773	156751959
0.40552187	0.34262106	517	False	156751970	156752164
-1.9602225	2.990849	518	False	156752184	156752206
-1.5562963	2.7674253	519	False	156752224	156752253
-2.0698574	3.3385732	520	False	156767052	156767079
1.9117612	-0.39158267	521	False	156767467	156767915
-0.2960691	1.257429	522	False	156768158	156768212
0.22651236	3.347936	523	False	157138445	157138480
-0.16955175	0.4712546	524	False	157993365	157993690
4.79217	4.9955826	525	False	158998960	158999224
-0.48580387	1.8342628	526	False	159925322	159925371
-0.62602204	3.2428682	527	False	159925395	159925421
-0.715779	4.3800335	528	False	159925442	159925461
-0.45973668	4.2796803	529	False	159925503	159925536
2.1593986	0.28558603	530	False	160262247	160262632
2.8346257	0.27877364	531	False	160343160	160343459
1.3491164	2.6063123	532	False	161045910	161045986
5.3249235	6.501762	533	False	161097602	161097630
5.1931543	4.2801304	534	False	161097663	161097810
-0.8117551	4.3348365	535	False	161132824	161132851
0.6138251	1.5885626	536	False	161154091	161154153
-0.6961985	3.6646535	537	False	161154164	161154177
1.4498471	4.392431	538	False	161159481	161159505
-0.19571184	2.5591636	539	False	161159592	161159619
5.866672	1.5852276	540	False	161399506	161399982
5.662318	1.6674246	541	False	161421886	161422275
5.9008117	1.6616508	542	False	161523667	161524097
0.19477719	-0.35391432	543	False	161524347	161524576
0.71023077	7.3428965	544	False	161524638	161524675
-0.73439795	1.0822699	545	False	161524712	161524811
0.6539901	7.774373	546	False	161524843	161524896
5.711531	1.7156287	547	False	161530207	161530518
5.7032137	1.744529	548	False	161531018	161531375
5.79013	1.6224909	549	False	161540044	161540537
-0.8972184	8.682955	550	False	161606288	161606303
-0.8911187	0.7893494	551	False	161606358	161606535
-3.4822984	4.989966	552	False	161612508	161612563
5.885052	1.6597769	553	False	161612604	161612927
5.4381685	1.6344264	554	False	161621574	161621898
2.237842	0.80200636	555	False	161749681	161749882
2.203981	0.9785409	556	False	161766134	161766434
-0.35811064	7.2107296	557	False	162561607	162561633
3.0383637	0.29658535	558	False	163321622	163322175
1.7119592	2.8861587	559	False	165630768	165630870
2.0358906	4.0750113	560	False	165630889	165630914
-0.99746186	4.383753	561	False	165698523	165698536
-1.1848029	5.276432	562	False	165698559	165698579
1.8143795	1.3937396	563	False	165768823	165769031
-2.310887	4.1645494	564	False	166839271	166839290
-0.3860314	3.4700525	565	False	166839308	166839357
-2.5565	6.107046	566	False	166839394	166839412
-1.4984803	1.8659989	567	False	167630553	167630627
0.24735254	0.6655148	568	False	167714344	167714488
5.7355075	1.6024888	569	False	167714518	167714969
5.5929203	1.8639842	570	False	167715342	167715724
-0.0767336	7.282405	571	False	169106751	169106774
2.3130836	4.0531335	572	False	169427573	169427626
1.3761445	0.7657872	573	False	169794686	169794784
-0.34887826	3.1811662	574	False	169794806	169794834
2.8398514	0.42284843	575	False	169794862	169795176
1.8519279	1.0358535	576	False	169893818	169893982
-1.1771709	2.9429688	577	False	170532036	170532064
