UMAP_1	UMAP_2	region_id	flag	Start	End	leiden_cluster
3.8212392	4.399407	381	False	114511276	114511288	6
-4.1723213	6.89642	382	False	116373299	116373311	2
-4.252811	6.167236	383	False	117366760	117366779	2
-4.10884	5.859251	384	False	117366805	117366826	2
2.661006	7.6442204	385	False	119648185	119648196	7
2.7485006	7.447231	386	False	119648225	119648247	7
-0.14754295	5.594704	387	False	146037949	146038265	0
6.8541255	2.4526875	388	False	146035514	146035905	9
2.097657	0.27285442	389	False	145823889	145824184	3
1.2542272	1.3004731	390	False	145465397	145465904	1
1.1072512	1.0857774	391	False	147084435	147084843	1
-0.3060071	2.7255926	392	False	147084864	147084907	1
-1.0989257	3.9509182	393	False	147084927	147084944	0
6.1651144	6.5456014	394	False	147172397	147172845	5
6.0840273	7.8835583	395	False	147242648	147242672	5
0.23120585	7.490071	396	False	147541012	147541395	4
0.27480048	0.60655504	397	False	148263392	148263839	1
6.708815	2.538915	398	False	148281302	148281500	9
0.36409006	7.7977986	399	False	148302618	148302648	4
6.736686	2.5509534	400	False	148302685	148302849	9
0.7133216	0.61303645	401	False	148334513	148334846	1
1.3254703	1.6432762	402	False	143728658	143729672	1
6.824644	2.4635353	403	False	143803900	143804161	9
0.98528135	2.7516103	404	False	120850563	120850657	1
1.3079685	1.6436656	405	False	120850718	120851056	1
1.2997802	1.5359591	406	False	149636725	149636977	1
1.2432374	2.9717839	407	False	149812072	149812123	1
1.885924	1.703499	408	False	149812139	149812346	3
1.3285645	1.1606588	409	False	149813314	149813713	1
-0.8432303	4.483587	410	False	149832360	149832381	0
1.4579171	1.2227727	411	False	149832482	149833153	1
-3.6706748	5.7686176	412	False	149840257	149840363	2
-0.21763736	7.5543175	413	False	149840599	149840614	4
1.3323654	1.490595	414	False	149840762	149841261	1
-0.6006512	7.3098893	415	False	149842300	149842312	4
1.46926	1.3352301	416	False	149842330	149842890	1
0.3267323	2.257724	417	False	149843083	149843171	1
0.59769005	1.2282465	418	False	149843188	149843333	1
0.6688864	0.8869853	419	False	149850538	149850733	1
3.7256277	4.29019	420	False	149850918	149850939	6
1.5520257	1.3351063	421	False	149850961	149851501	1
1.355234	1.5195216	422	False	149852553	149853077	1
-0.16161825	7.421566	423	False	149853199	149853215	4
-3.6438386	6.858413	424	False	149853290	149853308	2
-3.6024106	6.5876627	425	False	149853446	149853479	2
-3.5932012	6.7955184	426	False	149853495	149853511	2
1.5421616	1.2514353	427	False	149860618	149861475	1
1.3495997	1.383202	428	False	149886397	149886688	1
1.3171662	1.1745483	429	False	149886889	149887322	1
-1.0435809	5.1783023	430	False	149887369	149887413	0
1.2601128	1.0147294	431	False	149887572	149887899	1
2.4365356	0.29776382	432	False	150010519	150010921	3
1.1403184	1.1375788	433	False	150067444	150067519	1
2.445465	0.38631713	434	False	150067558	150067831	3
2.2214534	1.2066084	435	False	150235897	150236162	3
3.657653	4.3962617	436	False	150363744	150363756	6
2.7244115	0.6374122	437	False	150487151	150487432	3
0.5260097	1.66794	438	False	150578793	150578873	1
1.4323595	0.0008389703	439	False	150578980	150579244	3
2.080012	0.025546184	440	False	150579281	150579682	3
1.7952086	4.2479925	441	False	150926336	150926362	1
-0.49212795	1.9961321	442	False	151047553	151047634	1
0.9594259	0.5183341	443	False	151059464	151059652	1
3.521089	7.058881	444	False	151059720	151059741	7
1.6494253	0.053813834	445	False	151070424	151070668	3
0.0014641224	2.5696657	446	False	151070735	151070770	1
1.5951253	5.3415685	447	False	151165842	151165856	1
2.5585043	1.1646223	448	False	151165867	151166187	3
2.7162855	0.16010319	449	False	151190044	151190395	3
-0.61750126	4.1308823	450	False	151458362	151458389	0
-0.40982047	3.5039918	451	False	151458421	151458458	0
-1.8731655	5.2040114	452	False	151459411	151459426	0
1.826076	4.577656	453	False	151459476	151459522	1
0.24127243	2.7101977	454	False	151540441	151540482	1
2.3221393	0.023085255	455	False	151763377	151763655	3
2.2109606	-0.094701685	456	False	151909314	151909895	3
0.2356337	0.41746277	457	False	151993667	151994045	1
0.8529634	6.2868304	458	False	151994075	151994108	4
1.4164675	3.4952693	459	False	152036991	152037045	1
-0.9313611	5.574006	460	False	153535926	153535943	0
0.31718832	2.5658329	461	False	153535990	153536173	1
1.0883775	2.6645153	462	False	153634021	153634079	1
7.004529	2.3416522	463	False	153671128	153671546	9
-0.11891517	7.2689104	464	False	153671573	153671597	4
0.3409879	5.4223785	465	False	153775437	153775452	0
-0.14848903	2.5389192	466	False	153783455	153783490	1
0.9560775	1.218633	467	False	153783508	153783592	1
2.2292333	0.5485096	468	False	153990668	153990933	3
1.818521	3.5342197	469	False	154183293	154183332	1
2.053324	2.2994442	470	False	154220575	154220689	1
2.3417866	3.2419982	471	False	154272600	154272644	1
0.65232843	1.8597109	472	False	154272682	154272740	1
5.3329954	7.5667253	473	False	154405327	154405392	5
2.7262826	0.6606919	474	False	154558631	154559135	3
0.357271	9.075862	475	False	154567835	154567848	4
0.38121155	9.156683	476	False	154567897	154567932	4
0.39943177	9.10809	477	False	154567978	154567996	4
0.40243918	9.140534	478	False	154568021	154568042	4
0.6053702	3.1459143	479	False	154608235	154608305	1
1.3700027	0.47243804	480	False	154936619	154936804	3
-2.1148121	4.3138866	481	False	154961562	154961574	0
-2.1157784	4.2890177	482	False	154961588	154961600	0
2.171873	-0.18909286	483	False	154961674	154962068	3
0.519271	7.1800694	484	False	155017363	155017379	4
-3.5376697	6.2494974	485	False	155017400	155017443	2
6.090961	8.131109	486	False	155017561	155017585	5
6.168663	7.740587	487	False	155084842	155084865	5
1.3131887	6.648616	488	False	155173708	155173756	4
3.264017	3.6650016	489	False	155173802	155173851	6
0.6494514	4.6772423	490	False	155173931	155174002	0
2.087438	1.2944499	491	False	155244531	155244975	3
-0.062226444	6.0035315	492	False	155244990	155245014	0
1.9879827	-0.08090994	493	False	155562893	155563389	3
1.9185946	-0.16252308	494	False	155688645	155689182	3
3.0281632	3.2071614	495	False	155857265	155857344	6
0.8020601	0.6676187	496	False	155978427	155978692	1
2.563046	7.453851	497	False	155978710	155978727	7
0.31728846	3.0059402	498	False	156106373	156106500	1
0.7235596	6.8167725	499	False	156106524	156106591	4
1.2269001	2.0376594	500	False	156114654	156114821	1
-2.5765815	4.5624633	501	False	156282588	156282599	2
2.2705698	0.9648746	502	False	156282630	156283061	3
1.8903817	2.795224	503	False	156572530	156572645	1
2.5762427	1.9832972	504	False	156591553	156591757	3
5.310485	8.148169	505	False	156625922	156625941	5
6.271736	6.5994935	506	False	156660048	156660579	5
2.878911	7.3903236	507	False	156677990	156678018	7
-1.8846353	4.7808423	508	False	156728671	156728684	0
-1.9267285	4.685332	509	False	156728707	156728724	0
1.9719117	3.8621364	510	False	156741094	156741134	1
-1.4641101	8.205214	511	False	156746755	156746776	8
0.20849091	2.3870416	512	False	156751096	156751178	1
0.11670803	2.494984	513	False	156751249	156751303	1
0.1591479	2.4910514	514	False	156751328	156751383	1
0.4957898	3.0276117	515	False	156751596	156751757	1
1.2487632	2.8084533	516	False	156751773	156751959	1
0.816072	0.82450175	517	False	156751970	156752164	1
-0.60041124	4.213951	518	False	156752184	156752206	0
-0.5449248	3.8436677	519	False	156752224	156752253	0
-1.1592501	4.4747396	520	False	156767052	156767079	0
1.8543441	-0.12976415	521	False	156767467	156767915	3
0.34762755	1.854514	522	False	156768158	156768212	1
1.552316	3.393223	523	False	157138445	157138480	1
0.33483306	1.0822139	524	False	157993365	157993690	1
5.721609	7.145041	525	False	158998960	158999224	5
0.23039189	2.379697	526	False	159925322	159925371	1
0.6253421	3.6005921	527	False	159925395	159925421	1
1.1101488	4.01692	528	False	159925442	159925461	1
1.206998	3.864506	529	False	159925503	159925536	1
2.2329686	0.39441413	530	False	160262247	160262632	3
2.726823	0.15248545	531	False	160343160	160343459	3
2.2085245	2.6041021	532	False	161045910	161045986	1
5.470558	8.1789465	533	False	161097602	161097630	5
6.259364	6.6856794	534	False	161097663	161097810	5
1.6894609	4.7841997	535	False	161132824	161132851	1
1.0233182	1.7003264	536	False	161154091	161154153	1
-1.3344672	3.7180605	537	False	161154164	161154177	0
