"chrom","ss_start","ss_end","width","strand_structure","prom_seqnames","strand_promoter","prom_start","prom_end","anchor_seqnames","anchor_start","anchor_end","transcript_id","gene_name"
"chr1",63322678,63322694,16,"*","chr1","+",63320567,63323566,"chr1",63320000,63330000,"ENST00000371116.4","FOXD3"
"chr1",63323340,63323354,14,"*","chr1","+",63320567,63323566,"chr1",63320000,63330000,"ENST00000371116.4","FOXD3"
"chr1",75127257,75127272,15,"*","chr1","+",75126434,75129433,"chr1",75120000,75130000,"ENST00000294638.9","LHX8"
"chr1",90724175,90724194,19,"*","chr1","+",90721934,90724933,"chr1",90720000,90730000,"ENST00000759598.1","ENSG00000287076"
"chr1",118993292,118993305,13,"*","chr1","+",118991872,118994871,"chr1",118990000,119000000,"ENST00000833594.1","ENSG00000308365"
"chr1",118999682,118999697,15,"*","chr1","+",118999272,119002271,"chr1",118990000,119000000,"ENST00000833738.1","ENSG00000308386"
"chr1",180231101,180231122,21,"*","chr1","+",180228264,180231263,"chr1",180230000,180240000,"ENST00000263726.4","LHX4"
"chr1",180231150,180231171,21,"*","chr1","+",180228264,180231263,"chr1",180230000,180240000,"ENST00000263726.4","LHX4"
"chr1",197912294,197912314,20,"*","chr1","+",197910491,197913490,"chr1",197910000,197920000,"ENST00000367391.5","LHX9"
"chr1",197912622,197912651,29,"*","chr1","+",197910491,197913490,"chr1",197910000,197920000,"ENST00000367391.5","LHX9"
"chr1",197912953,197912968,15,"*","chr1","+",197910491,197913490,"chr1",197910000,197920000,"ENST00000367391.5","LHX9"
"chr1",197913457,197913475,18,"*","chr1","+",197910491,197913490,"chr1",197910000,197920000,"ENST00000367391.5","LHX9"
"chr1",197912294,197912314,20,"*","chr1","+",197910505,197913504,"chr1",197910000,197920000,"ENST00000367390.7","LHX9"
"chr1",197912622,197912651,29,"*","chr1","+",197910505,197913504,"chr1",197910000,197920000,"ENST00000367390.7","LHX9"
"chr1",197912953,197912968,15,"*","chr1","+",197910505,197913504,"chr1",197910000,197920000,"ENST00000367390.7","LHX9"
"chr1",197913457,197913475,18,"*","chr1","+",197910505,197913504,"chr1",197910000,197920000,"ENST00000367390.7","LHX9"
"chr1",197915434,197915451,17,"*","chr1","+",197913837,197916836,"chr1",197910000,197920000,"ENST00000561173.5","LHX9"
"chr1",197916361,197916380,19,"*","chr1","+",197913837,197916836,"chr1",197910000,197920000,"ENST00000561173.5","LHX9"
"chr1",197915434,197915451,17,"*","chr1","+",197915355,197918354,"chr1",197910000,197920000,"ENST00000367388.4","LHX9"
"chr1",197916361,197916380,19,"*","chr1","+",197915355,197918354,"chr1",197910000,197920000,"ENST00000367388.4","LHX9"
"chr1",197917090,197917140,50,"*","chr1","+",197915355,197918354,"chr1",197910000,197920000,"ENST00000367388.4","LHX9"
"chr1",197917808,197917827,19,"*","chr1","+",197915355,197918354,"chr1",197910000,197920000,"ENST00000367388.4","LHX9"
"chr1",197915434,197915451,17,"*","chr1","+",197915372,197918371,"chr1",197910000,197920000,"ENST00000367387.6","LHX9"
"chr1",197916361,197916380,19,"*","chr1","+",197915372,197918371,"chr1",197910000,197920000,"ENST00000367387.6","LHX9"
"chr1",197917090,197917140,50,"*","chr1","+",197915372,197918371,"chr1",197910000,197920000,"ENST00000367387.6","LHX9"
"chr1",197917808,197917827,19,"*","chr1","+",197915372,197918371,"chr1",197910000,197920000,"ENST00000367387.6","LHX9"
"chr1",213986204,213986222,18,"*","chr1","+",213985973,213988972,"chr1",213980000,213990000,"ENST00000366958.9","PROX1"
"chr1",213988362,213988384,22,"*","chr1","+",213985973,213988972,"chr1",213980000,213990000,"ENST00000366958.9","PROX1"
"chr1",213988362,213988384,22,"*","chr1","+",213986517,213989516,"chr1",213980000,213990000,"ENST00000435016.2","PROX1"
"chr1",213989246,213989266,20,"*","chr1","+",213986517,213989516,"chr1",213980000,213990000,"ENST00000435016.2","PROX1"
"chr1",220880093,220880108,15,"*","chr1","+",220877443,220880442,"chr1",220880000,220890000,"ENST00000366903.8","HLX"
"chr1",18631588,18631604,16,"*","chr1","-",18629859,18632858,"chr1",18630000,18640000,"ENST00000769462.1","ENSG00000300147"
"chr1",18632422,18632438,16,"*","chr1","-",18629859,18632858,"chr1",18630000,18640000,"ENST00000769462.1","ENSG00000300147"
"chr1",18632822,18632854,32,"*","chr1","-",18629859,18632858,"chr1",18630000,18640000,"ENST00000769462.1","ENSG00000300147"
"chr1",24930101,24930133,32,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24930164,24930185,21,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24930283,24930302,19,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24931124,24931143,19,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24931258,24931273,15,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24931684,24931702,18,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24931722,24931741,19,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",24931903,24931930,27,"*","chr1","-",24929277,24932276,"chr1",24930000,24940000,"ENST00000308873.11","RUNX3"
"chr1",46488608,46488626,18,"*","chr1","-",46488219,46491218,"chr1",46480000,46490000,"ENST00000790591.1","ENSG00000302942"
"chr1",46488947,46488968,21,"*","chr1","-",46488219,46491218,"chr1",46480000,46490000,"ENST00000790591.1","ENSG00000302942"
"chr1",46489275,46489302,27,"*","chr1","-",46488219,46491218,"chr1",46480000,46490000,"ENST00000790591.1","ENSG00000302942"
"chr1",46489386,46489419,33,"*","chr1","-",46488219,46491218,"chr1",46480000,46490000,"ENST00000790591.1","ENSG00000302942"
"chr1",46489772,46489787,15,"*","chr1","-",46488219,46491218,"chr1",46480000,46490000,"ENST00000790591.1","ENSG00000302942"
"chr1",47231589,47231603,14,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47231753,47231768,15,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47231859,47231874,15,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47232180,47232197,17,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47232263,47232278,15,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47232348,47232362,14,"*","chr1","-",47230716,47233715,"chr1",47230000,47240000,"ENST00000371884.6","TAL1"
"chr1",47231589,47231603,14,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47231753,47231768,15,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47231859,47231874,15,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47232180,47232197,17,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47232263,47232278,15,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47232348,47232362,14,"*","chr1","-",47231226,47234225,"chr1",47230000,47240000,"ENST00000691006.1","TAL1"
"chr1",47231589,47231603,14,"*","chr1","-",47228772,47231771,"chr1",47230000,47240000,"ENST00000294339.3","TAL1"
"chr1",47231753,47231768,15,"*","chr1","-",47228772,47231771,"chr1",47230000,47240000,"ENST00000294339.3","TAL1"
"chr1",47231589,47231603,14,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47231753,47231768,15,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47231859,47231874,15,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47232180,47232197,17,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47232263,47232278,15,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47232348,47232362,14,"*","chr1","-",47230415,47233414,"chr1",47230000,47240000,"ENST00000825378.1","ENSG00000307358"
"chr1",47231589,47231603,14,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47231753,47231768,15,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47231859,47231874,15,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47232180,47232197,17,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47232263,47232278,15,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47232348,47232362,14,"*","chr1","-",47231343,47234342,"chr1",47230000,47240000,"ENST00000825494.1","ENSG00000307375"
"chr1",47433757,47433770,13,"*","chr1","-",47433642,47436641,"chr1",47430000,47440000,"ENST00000445551.1","FOXD2-AS1"
"chr1",47436600,47436616,16,"*","chr1","-",47433642,47436641,"chr1",47430000,47440000,"ENST00000445551.1","FOXD2-AS1"
"chr1",50421010,50421030,20,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50421149,50421167,18,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50421314,50421337,23,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50421588,50421603,15,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50423146,50423163,17,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50423377,50423399,22,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50423551,50423569,18,"*","chr1","-",50420633,50423632,"chr1",50420000,50430000,"ENST00000418121.5","DMRTA2"
"chr1",50423146,50423163,17,"*","chr1","-",50422444,50425443,"chr1",50420000,50430000,"ENST00000404795.4","DMRTA2"
"chr1",50423377,50423399,22,"*","chr1","-",50422444,50425443,"chr1",50420000,50430000,"ENST00000404795.4","DMRTA2"
"chr1",50423551,50423569,18,"*","chr1","-",50422444,50425443,"chr1",50420000,50430000,"ENST00000404795.4","DMRTA2"
"chr1",50423710,50423725,15,"*","chr1","-",50422444,50425443,"chr1",50420000,50430000,"ENST00000404795.4","DMRTA2"
"chr1",50424950,50424967,17,"*","chr1","-",50422444,50425443,"chr1",50420000,50430000,"ENST00000404795.4","DMRTA2"
"chr1",63323785,63323802,17,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63323964,63323979,15,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63324171,63324188,17,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63324673,63324689,16,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63324706,63324722,16,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63326210,63326229,19,"*","chr1","-",63323747,63326746,"chr1",63320000,63330000,"ENST00000715889.1","ENSG00000293613"
"chr1",63321907,63321920,13,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63322678,63322694,16,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63323340,63323354,14,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63323785,63323802,17,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63323964,63323979,15,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63324171,63324188,17,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000715890.1","ENSG00000293613"
"chr1",63321907,63321920,13,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63322678,63322694,16,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63321475,63324474,"chr1",63320000,63330000,"ENST00000690254.2","FOXD3-AS1"
"chr1",63321907,63321920,13,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63322678,63322694,16,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63321516,63324515,"chr1",63320000,63330000,"ENST00000686970.2","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63324673,63324689,16,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63324706,63324722,16,"*","chr1","-",63322737,63325736,"chr1",63320000,63330000,"ENST00000717766.1","FOXD3-AS1"
"chr1",63321907,63321920,13,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63322678,63322694,16,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63321459,63324458,"chr1",63320000,63330000,"ENST00000717847.1","FOXD3-AS1"
"chr1",63321907,63321920,13,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63322678,63322694,16,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63321469,63324468,"chr1",63320000,63330000,"ENST00000717848.1","FOXD3-AS1"
"chr1",63321907,63321920,13,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63322678,63322694,16,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63321473,63324472,"chr1",63320000,63330000,"ENST00000717768.1","FOXD3-AS1"
"chr1",63323340,63323354,14,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63323785,63323802,17,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63323964,63323979,15,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63324171,63324188,17,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63324673,63324689,16,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63324706,63324722,16,"*","chr1","-",63322751,63325750,"chr1",63320000,63330000,"ENST00000717749.1","FOXD3-AS1"
"chr1",63326210,63326229,19,"*","chr1","-",63325985,63328984,"chr1",63320000,63330000,"ENST00000615405.1","MIR6068"
"chr1",75124395,75124428,33,"*","chr1","-",75124364,75127363,"chr1",75120000,75130000,"ENST00000794292.1","ENSG00000303412"
"chr1",75125389,75125398,9,"*","chr1","-",75124364,75127363,"chr1",75120000,75130000,"ENST00000794292.1","ENSG00000303412"
"chr1",75127257,75127272,15,"*","chr1","-",75124364,75127363,"chr1",75120000,75130000,"ENST00000794292.1","ENSG00000303412"
"chr1",75124395,75124428,33,"*","chr1","-",75122928,75125927,"chr1",75120000,75130000,"ENST00000565735.1","ENSG00000261213"
"chr1",75125389,75125398,9,"*","chr1","-",75122928,75125927,"chr1",75120000,75130000,"ENST00000565735.1","ENSG00000261213"
"chr1",92486024,92486042,18,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92486217,92486230,13,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92486275,92486294,19,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92486838,92486854,16,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92486862,92486875,13,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92486958,92486973,15,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92487027,92487045,18,"*","chr1","-",92485926,92488925,"chr1",92480000,92490000,"ENST00000294702.6","GFI1"
"chr1",92483350,92483371,21,"*","chr1","-",92482955,92485954,"chr1",92480000,92490000,"ENST00000370332.5","GFI1"
"chr1",92484562,92484577,15,"*","chr1","-",92482955,92485954,"chr1",92480000,92490000,"ENST00000370332.5","GFI1"
"chr1",92485647,92485660,13,"*","chr1","-",92482955,92485954,"chr1",92480000,92490000,"ENST00000370332.5","GFI1"
"chr1",92485911,92485924,13,"*","chr1","-",92482955,92485954,"chr1",92480000,92490000,"ENST00000370332.5","GFI1"
"chr1",92485647,92485660,13,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92485911,92485924,13,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486024,92486042,18,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486217,92486230,13,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486275,92486294,19,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486838,92486854,16,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486862,92486875,13,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92486958,92486973,15,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",92487027,92487045,18,"*","chr1","-",92485098,92488097,"chr1",92480000,92490000,"ENST00000427103.6","GFI1"
"chr1",118990221,118990236,15,"*","chr1","-",118988557,118991556,"chr1",118990000,119000000,"ENST00000207157.7","TBX15"
"chr1",118990221,118990236,15,"*","chr1","-",118987344,118990343,"chr1",118990000,119000000,"ENST00000369429.5","TBX15"
"chr1",165356150,165356169,19,"*","chr1","-",165355716,165358715,"chr1",165350000,165360000,"ENST00000342310.7","LMX1A"
"chr1",165356172,165356191,19,"*","chr1","-",165355716,165358715,"chr1",165350000,165360000,"ENST00000342310.7","LMX1A"
"chr1",165356308,165356322,14,"*","chr1","-",165355716,165358715,"chr1",165350000,165360000,"ENST00000342310.7","LMX1A"
"chr1",165356728,165356749,21,"*","chr1","-",165355716,165358715,"chr1",165350000,165360000,"ENST00000342310.7","LMX1A"
"chr1",165356150,165356169,19,"*","chr1","-",165355242,165358241,"chr1",165350000,165360000,"ENST00000294816.6","LMX1A"
"chr1",165356172,165356191,19,"*","chr1","-",165355242,165358241,"chr1",165350000,165360000,"ENST00000294816.6","LMX1A"
"chr1",165356308,165356322,14,"*","chr1","-",165355242,165358241,"chr1",165350000,165360000,"ENST00000294816.6","LMX1A"
"chr1",165356728,165356749,21,"*","chr1","-",165355242,165358241,"chr1",165350000,165360000,"ENST00000294816.6","LMX1A"
"chr1",165356150,165356169,19,"*","chr1","-",165354747,165357746,"chr1",165350000,165360000,"ENST00000367893.4","LMX1A"
"chr1",165356172,165356191,19,"*","chr1","-",165354747,165357746,"chr1",165350000,165360000,"ENST00000367893.4","LMX1A"
"chr1",165356308,165356322,14,"*","chr1","-",165354747,165357746,"chr1",165350000,165360000,"ENST00000367893.4","LMX1A"
"chr1",165356728,165356749,21,"*","chr1","-",165354747,165357746,"chr1",165350000,165360000,"ENST00000367893.4","LMX1A"
"chr1",180234969,180234986,17,"*","chr1","-",180233571,180236570,"chr1",180230000,180240000,"ENST00000834037.1","ENSG00000308436"
"chr1",180235369,180235394,25,"*","chr1","-",180233571,180236570,"chr1",180230000,180240000,"ENST00000834037.1","ENSG00000308436"
"chr1",180235587,180235602,15,"*","chr1","-",180233571,180236570,"chr1",180230000,180240000,"ENST00000834037.1","ENSG00000308436"
"chr1",213988362,213988384,22,"*","chr1","-",213987383,213990382,"chr1",213980000,213990000,"ENST00000433082.6","PROX1-AS1"
"chr1",213989246,213989266,20,"*","chr1","-",213987383,213990382,"chr1",213980000,213990000,"ENST00000433082.6","PROX1-AS1"
"chr1",213988362,213988384,22,"*","chr1","-",213987404,213990403,"chr1",213980000,213990000,"ENST00000659552.1","PROX1-AS1"
"chr1",213989246,213989266,20,"*","chr1","-",213987404,213990403,"chr1",213980000,213990000,"ENST00000659552.1","PROX1-AS1"
